reg_no,name,grade,score,entries,racing_now,today_race,starts,dq,form_emoji,form_avg,retired
015377,蒋野 翔太,A1,87.03,久留米@10/01-10/03;小田原@10/20-10/22;大垣@10/27-10/29,,,27,0,🚀,2.2,
015379,下野 義城,A2,81.50,武雄@10/03-10/05;広島@10/18-10/20,,,8,0,,,
015382,竹元 健竜,A2,77.33,防府@09/29-10/01;平塚@10/08-10/10;四日市@10/16-10/18;武雄@10/27-10/29,,,18,0,🥺,6.8,
015384,天野 純平,A2,80.59,玉野@09/27-09/29;奈良@10/14-10/16;別府@10/28-10/30,,,19,0,🥺,5.6,
015387,緒方 慎太朗,A2,84.23,大宮@10/01-10/03;佐世保@10/18-10/20,,,21,0,🥺,5.2,
015388,松尾 勇吾,A1,92.33,豊橋@10/15-10/17;武雄@10/27-10/29,熊本,熊本Ｆ２@09/24/7R;熊本Ｆ２@09/25/7R;熊本Ｆ２@09/26/6R,18,0,,3.8,
015414,大森 光明,A2,84.86,前橋@10/06-10/08;静岡@10/15-10/17;青森@10/29-10/31,岸和,岸和Ｆ１@09/26/1R,15,0,,4.4,
015415,坂本 紘規,A1,95.00,いわき平@10/04-10/06;別府@10/14-10/16,青森,青森Ｆ２@09/26/7R,18,0,🚀,2.6,
015419,黒滝 大翔,A1,84.50,玉野@10/13-10/15;西武園@10/30-11/01,岸和,岸和Ｆ１@09/26/2R,18,0,,4.0,
015421,秋本 耀太郎,A1,89.61,いわき平@09/27-09/29;四日市@10/07-10/09;取手@10/19-10/21;西武園@10/30-11/01,,,21,0,,3.8,
015423,上川 直紀,A1,91.00,前橋@10/06-10/08;静岡@10/15-10/17;岐阜@10/28-10/30,青森,青森Ｆ２@09/26/3R,21,0,🚀,2.6,
015424,中村 隆生,A1,91.72,武雄@10/03-10/05;前橋@10/13-10/15;宇都宮@10/30-11/01,岸和,岸和Ｆ１@09/26/5R,18,0,,3.4,
015425,藤野 竜也,A3,72.00,川崎@10/09-10/11;大宮@10/22-10/24;松戸@10/30-11/01,奈良,奈良Ｆ２@09/24/2R;奈良Ｆ２@09/25/7R;奈良Ｆ２@09/26/5R,18,0,🚀,3.0,
015427,戸邉 捺希,A1,88.79,青森@09/30-10/02;松阪@10/21-10/23;西武園@10/30-11/01,,,21,0,🥺,4.6,
015428,藤田 周磨,A1,96.14,いわき平@10/12-10/14;宇都宮@10/30-11/01,熊本,熊本Ｆ２@09/24/7R;熊本Ｆ２@09/25/7R;熊本Ｆ２@09/26/5R,21,0,🚀,2.0,
015429,山田 雄大,A1,88.38,いわき平@09/27-09/29;大宮@10/06-10/08;松阪@10/21-10/23;青森@10/29-10/31,,,21,0,,3.4,
015432,水森 湧太,A1,84.00,富山@10/17-10/19,,,15,1,,3.6,
015433,山本 勝利,A1,94.77,大宮@10/22-10/24;弥彦@10/30-11/01,,,18,0,🚀,3.0,
015434,片桐 善也,A1,92.38,武雄@09/27-09/29;大垣@10/06-10/08;京王閣@10/26-10/28,,,18,0,,3.8,
015442,仁藤 秀,A1,95.18,静岡@10/07-10/09;川崎@10/20-10/22;宇都宮@10/30-11/01,,,22,1,🚀,2.0,
015445,内藤 久文,A1,92.77,四日市@10/07-10/09;大垣@10/22-10/24,別府,別府Ｆ２@09/24/11R;別府Ｆ２@09/25/10R;別府Ｆ２@09/26/11R,18,0,🚀,3.0,
015446,林 敬宏,A1,91.62,佐世保@09/30-10/02;取手@10/19-10/21,,,24,0,,3.6,
015447,小浦 凪,A2,84.52,四日市@10/16-10/18;別府@10/28-10/30,,,18,1,🚀,2.6,
015455,枠元 一葵,A2,82.14,大垣@10/06-10/08;大宮@10/22-10/24,,,18,0,,4.0,
015456,安藤 直希,A2,82.20,佐世保@10/18-10/20;大垣@10/27-10/29,別府,別府Ｆ２@09/24/8R;別府Ｆ２@09/25/7R;別府Ｆ２@09/26/6R,20,0,,4.4,
015457,村田 瑞季,A1,93.28,奈良@10/05-10/07;熊本@10/12-10/14,,,21,0,,3.6,
015459,中村 泰輔,A2,78.66,武雄@09/27-09/29;四日市@10/07-10/09;取手@10/19-10/21,,,15,0,🥺,5.6,
015460,仲野 結音,A1,93.21,高知@10/17-10/19;小松島@10/24-10/26,,,23,0,,4.0,
015461,土生 敦弘,A1,97.50,富山@10/17-10/19;大垣@10/27-10/29,,,18,0,🚀,1.8,
015462,溝口 葵,A1,90.12,静岡@10/07-10/09;松阪@10/21-10/23,,,24,0,🚀,2.6,
015467,倉松 涼,A3,74.77,四日市@10/16-10/18,,,18,0,🚀,3.0,
015469,犬塚 貴之,A1,90.75,,,,8,1,,,
015471,中村 翔平,A2,87.83,平塚@09/28-09/30;四日市@10/16-10/18;久留米@10/27-10/29,,,18,1,,3.6,
015472,吉田 勇気,A3,71.46,奈良@09/30-10/02;名古屋@10/24-10/26,,,28,0,,4.2,
015481,山川 奨太,A2,80.94,小松島@10/03-10/05;豊橋@10/15-10/17,岸和,岸和Ｆ１@09/26/3R,18,0,,4.2,
015482,松本 一志,A3,73.78,前橋@09/30-10/02;武雄@10/09-10/11,,,28,0,🚀,3.0,
015483,谷元 奎心,A1,88.60,武雄@10/03-10/05;豊橋@10/15-10/17;名古屋@10/24-10/26,熊本,熊本Ｆ２@09/24/1R,15,0,🚀,2.8,
015505,荻原 寿嗣,A1,89.23,小松島@10/03-10/05;いわき平@10/12-10/14;青森@10/24-10/26,,,21,0,,3.4,
015506,佐藤 啓斗,A2,78.43,四日市@10/07-10/09;前橋@10/13-10/15;京王閣@10/26-10/28,,,23,0,🥺,5.4,
015507,上遠野 拓馬,A1,87.38,いわき平@09/27-09/29;大宮@10/06-10/08;小松島@10/24-10/26,,,21,0,,3.4,
015508,菅野 航基,A1,95.28,大宮@10/01-10/03;玉野@10/13-10/15;川崎@10/24-10/26,,,21,0,🚀,2.6,
015510,田口 勇介,A1,92.00,平塚@09/28-09/30;いわき平@10/12-10/14;取手@10/19-10/21;岐阜@10/28-10/30,,,18,0,,3.2,
015511,中込 健太,A3,77.00,富山@10/17-10/19;武雄@10/27-10/29,,,12,0,🚀,2.0,
015512,大高 彰馬,A1,90.06,静岡@10/15-10/17;奈良@10/23-10/25,,,15,0,🥺,4.6,
015513,菊池 翔,A2,83.53,大宮@10/06-10/08;小田原@10/20-10/22,,,15,0,,3.4,
015515,平山 優太,A2,80.60,武雄@09/27-09/29;前橋@10/06-10/08;玉野@10/13-10/15;青森@10/24-10/26,,,23,0,🥺,4.6,
015523,邊見 祐太,A3,79.66,平塚@10/03-10/05;青森@10/14-10/16,,,18,0,🚀,1.8,
015526,梅田 加津也,A1,86.66,青森@09/30-10/02;富山@10/10-10/12;奈良@10/23-10/25,,,24,0,,3.6,
015531,深瀬 泰我,A1,83.50,四日市@10/07-10/09;取手@10/19-10/21,,,24,0,,4.4,
015532,石田 拓真,A1,93.38,松山@10/04-10/06;小倉@10/11-10/13;四日市@10/21-10/23,,,18,0,,3.8,
015533,岩城 佑典,A2,80.90,防府@10/04-10/06;奈良@10/23-10/25;西武園@10/30-11/01,,,21,0,🥺,5.8,
015534,牛田 樹希斗,A2,77.45,久留米@10/01-10/03;静岡@10/07-10/09;弥彦@10/30-11/01,別府,別府Ｆ２@09/24/9R;別府Ｆ２@09/25/8R;別府Ｆ２@09/26/6R,24,0,,4.2,
015535,佐藤 竜太,A1,90.66,いわき平@10/04-10/06;名古屋@10/24-10/26,,,21,0,🚀,2.2,
015536,疋田 力也,A1,94.22,大垣@10/06-10/08;久留米@10/27-10/29,,,18,0,,3.4,
015538,村瀬 大和,A2,83.41,防府@10/04-10/06;熊本@10/12-10/14;大垣@10/22-10/24,,,24,0,,4.2,
015542,中嶋 樹,A3,68.65,久留米@10/01-10/03;奈良@10/09-10/11;名古屋@10/24-10/26,,,20,1,🥺,6.2,
015544,大槇 大介,A1,92.33,防府@09/29-10/01;四日市@10/07-10/09;佐世保@10/18-10/20,,,9,0,🥺,4.6,
015545,橋本 凌汰,A1,90.47,久留米@10/01-10/03;別府@10/14-10/16;小田原@10/26-10/28,,,19,0,,4.2,
015547,米嶋 恵介,A1,94.85,小田原@10/20-10/22;久留米@10/27-10/29,,,21,0,🚀,1.2,
015548,白井 優太朗,A1,85.45,広島@09/28-09/30;奈良@10/05-10/07;熊本@10/12-10/14;京王閣@10/26-10/28,,,17,0,,3.6,
015549,阿部 龍也,A3,69.16,川崎@10/20-10/22;松戸@10/30-11/01,奈良,奈良Ｆ２@09/24/6R;奈良Ｆ２@09/25/1R;奈良Ｆ２@09/26/3R,18,0,🥺,5.8,
015550,山崎 航,A1,88.73,大宮@10/01-10/03;高知@10/17-10/19,,,23,0,🥺,5.0,
015554,近藤 翔馬,A1,89.87,川崎@10/01-10/03;広島@10/18-10/20,,,8,1,,,
015556,上野 恭哉,A2,89.85,佐世保@09/30-10/02;奈良@10/09-10/11,,,21,1,🚀,3.0,
015557,梶原 大地,A1,88.96,佐世保@09/30-10/02;豊橋@10/15-10/17,,,27,0,🚀,2.4,
015558,川野 深,A1,85.80,奈良@10/09-10/11;武雄@10/17-10/19;弥彦@10/30-11/01,,,21,0,🚀,2.2,
015559,神開 一輝,A1,92.72,玉野@09/27-09/29;大宮@10/06-10/08;武雄@10/17-10/19,,,18,0,🚀,3.0,
015560,林 昴,A1,88.04,久留米@10/01-10/03;川崎@10/20-10/22,,,21,0,🚀,3.0,
015561,原井 剣也,A1,89.73,小松島@10/03-10/05;奈良@10/23-10/25,,,19,0,🚀,3.0,
015562,山本 浩成,A1,95.70,小倉@10/11-10/13;佐世保@10/18-10/20;青森@10/29-10/31,,,24,0,🚀,1.6,
015563,久保 光司,A2,80.22,防府@09/29-10/01;岐阜@10/10-10/12;広島@10/18-10/20,,,18,0,🥺,5.0,
015564,高橋 綜一郎,A1,,武雄@10/17-10/19;久留米@10/27-10/29,,,0,0,,,
015565,入江 航太,A2,87.29,武雄@10/03-10/05;四日市@10/16-10/18;久留米@10/27-10/29,,,17,0,,3.6,
015567,北川 大成,A2,77.61,小倉@10/11-10/13;大垣@10/27-10/29,,,18,0,🥺,6.0,
015568,田川 翔琉,A1,85.53,小松島@10/03-10/05;奈良@10/14-10/16;大垣@10/27-10/29,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/4R;熊本Ｆ２@09/26/4R,13,0,,4.0,
015569,谷口 力也,A1,89.50,熊本@10/12-10/14;名古屋@10/24-10/26,,,2,0,,,
015571,吉田 悟,A3,66.16,久留米@10/01-10/03;武雄@10/09-10/11;名古屋@10/24-10/26,別府,別府Ｆ２@09/24/1R;別府Ｆ２@09/25/1R;別府Ｆ２@09/26/2R,12,0,🥺,5.2,
015594,金田 涼馬,A2,89.83,大垣@10/06-10/08;高知@10/17-10/19;西武園@10/30-11/01,,,18,0,,3.6,
015599,堀 航輝,A1,85.13,前橋@10/13-10/15;四日市@10/21-10/23;宇都宮@10/30-11/01,,,15,0,,4.0,
015600,照井 力斗,A1,85.42,いわき平@10/12-10/14;取手@10/19-10/21;西武園@10/30-11/01,,,21,0,,3.4,
015602,比佐 宝太,A1,91.33,武雄@10/03-10/05;静岡@10/15-10/17;大垣@10/22-10/24,青森,青森Ｆ２@09/26/7R,21,0,,4.0,
015603,小坂 丈,A2,86.86,平塚@09/28-09/30;四日市@10/07-10/09;奈良@10/23-10/25;西武園@10/30-11/01,,,15,0,,3.8,
015606,近藤 圭佑,A3,78.80,奈良@09/30-10/02;いわき平@10/21-10/23,,,15,1,🚀,2.0,
015607,中山 拓人,A2,88.33,小松島@10/03-10/05;いわき平@10/12-10/14;大宮@10/22-10/24,,,18,0,,3.4,
015611,長谷川 飛向,A1,89.61,武雄@10/03-10/05;前橋@10/13-10/15,,,18,1,🚀,2.8,
015617,添田 龍児,A1,85.79,平塚@09/28-09/30;前橋@10/06-10/08;玉野@10/13-10/15;松阪@10/21-10/23,,,24,0,,3.6,
015618,高本 和也,A1,89.55,いわき平@09/27-09/29;大宮@10/06-10/08;静岡@10/15-10/17,,,18,0,🚀,2.4,
015621,長谷川 裕一,A2,77.16,いわき平@10/04-10/06;小倉@10/11-10/13,,,18,0,🥺,6.0,
015622,伊藤 温希,A2,84.60,武雄@09/27-09/29;四日市@10/16-10/18;京王閣@10/26-10/28,,,15,0,,3.4,
015623,野崎 翼,A2,81.00,奈良@10/09-10/11;広島@10/18-10/20,,,21,0,🥺,4.6,
015625,真鍋 顕汰,A1,95.00,玉野@09/27-09/29;防府@10/04-10/06;西武園@10/30-11/01,,,15,0,🚀,2.2,
015626,近谷 涼,A1,94.13,広島@09/28-09/30;松阪@10/21-10/23;別府@10/28-10/30,,,15,0,,4.4,
015627,南儀 拓海,A1,90.66,防府@09/29-10/01;広島@10/18-10/20;京王閣@10/26-10/28,,,21,0,🥺,5.4,
015632,常次 勇人,A1,91.37,久留米@10/01-10/03;豊橋@10/15-10/17;大宮@10/22-10/24,熊本,熊本Ｆ２@09/24/7R;熊本Ｆ２@09/25/5R;熊本Ｆ２@09/26/7R,21,0,,3.6,
015633,中釜 健次,A1,87.76,防府@10/04-10/06;四日市@10/16-10/18;別府@10/28-10/30,岸和,岸和Ｆ１@09/26/5R,21,0,,3.6,
015634,末廣 快理,A2,91.75,防府@10/04-10/06;豊橋@10/15-10/17;大宮@10/22-10/24,熊本,熊本Ｆ２@09/24/6R;熊本Ｆ２@09/25/6R;熊本Ｆ２@09/26/7R,17,0,,3.6,
015635,藤岡 徹也,A1,83.57,平塚@10/08-10/10;四日市@10/21-10/23,,,19,0,,4.2,
015637,近藤 雄太,A3,80.47,奈良@10/09-10/11;前橋@10/21-10/23,川崎,川崎Ｆ２@09/24/5R;川崎Ｆ２@09/25/5R;川崎Ｆ２@09/26/6R,21,0,🚀,1.4,
015639,松下 綾馬,A1,88.58,佐世保@09/30-10/02;熊本@10/12-10/14;小田原@10/20-10/22,,,24,0,,3.4,
015640,矢部 駿人,A1,92.94,武雄@09/27-09/29;四日市@10/16-10/18;小松島@10/24-10/26,,,15,0,🚀,2.4,
015642,眞砂 英作,A2,84.20,佐世保@09/30-10/02;玉野@10/13-10/15;川崎@10/20-10/22,,,20,0,,3.8,
015644,中野 光太郎,A1,80.88,奈良@10/09-10/11;小松島@10/24-10/26,,,18,0,🥺,6.4,
015650,田代 匠,A2,87.76,大宮@10/06-10/08;四日市@10/16-10/18;久留米@10/27-10/29,,,21,0,,3.4,
015652,橋本 陸,A1,87.33,玉野@10/13-10/15;小田原@10/26-10/28,,,24,0,,4.2,
015655,一丸 尚伍,A1,97.94,玉野@09/27-09/29;防府@10/04-10/06;大垣@10/27-10/29,,,18,0,🚀,1.2,
015657,高橋 優斗,A1,87.05,熊本@10/12-10/14;青森@10/29-10/31,岸和,岸和Ｆ１@09/26/4R,18,0,,3.4,
015658,長松 大祐,A2,84.05,小松島@10/03-10/05;熊本@10/12-10/14,別府,別府Ｆ２@09/24/7R;別府Ｆ２@09/25/10R;別府Ｆ２@09/26/5R,18,0,,3.8,
015659,池田 伍功羽,A2,82.00,豊橋@10/15-10/17;別府@10/28-10/30,,,20,0,🥺,5.4,
015662,中山 遼太郎,A2,85.50,広島@09/28-09/30;武雄@10/17-10/19;名古屋@10/24-10/26,,,18,0,🚀,2.8,
015664,米村 光星,A2,80.26,広島@10/18-10/20;弥彦@10/30-11/01,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/3R,15,0,🥺,5.2,
015665,福田 要,A2,89.55,平塚@09/28-09/30;奈良@10/05-10/07;川崎@10/20-10/22;久留米@10/27-10/29,,,18,1,🚀,3.0,
015685,小笠原 一真,A1,92.77,奈良@10/05-10/07;青森@10/29-10/31,,,18,0,,3.6,
015688,佐々木 祐太,A1,82.95,いわき平@09/27-09/29;小田原@10/20-10/22;弥彦@10/30-11/01,,,17,0,,4.0,
015689,菊地 圭,A1,94.27,青森@09/30-10/02;富山@10/10-10/12;松阪@10/21-10/23,,,18,0,🚀,2.8,
015691,岡部 伶音,A1,92.80,前橋@10/06-10/08;青森@10/29-10/31,,,21,0,,3.4,
015693,松田 昂己,A2,86.04,大宮@10/01-10/03;奈良@10/14-10/16,,,21,0,,4.2,
015698,佐藤 譲士郎,A3,77.21,静岡@10/07-10/09;武雄@10/27-10/29,,,14,0,🚀,2.2,
015699,助川 翔太郎,A1,80.61,小松島@10/03-10/05;いわき平@10/12-10/14,,,18,1,🥺,4.8,
015700,吉田 晏生,A1,90.95,前橋@10/06-10/08;武雄@10/17-10/19;川崎@10/24-10/26,,,24,0,,3.4,
015701,石田 典大,A1,86.37,いわき平@10/12-10/14;小松島@10/24-10/26,,,16,0,,4.0,
015704,坪内 恒,A1,89.71,静岡@10/07-10/09;小田原@10/20-10/22;弥彦@10/30-11/01,青森,青森Ｆ２@09/26/2R,21,0,,3.4,
015705,鳥海 創,A2,81.13,いわき平@09/27-09/29;前橋@10/06-10/08;大宮@10/22-10/24;宇都宮@10/30-11/01,,,22,0,🥺,5.2,
015707,池邉 聖,A1,81.44,川崎@10/09-10/11;富山@10/17-10/19;青森@10/24-10/26,,,29,0,,4.4,
015708,山口 直樹,A3,72.66,平塚@10/03-10/05;前橋@10/13-10/15;防府@10/23-10/25,,,21,0,,3.6,
015709,神尾 敬冬,A1,87.86,いわき平@10/12-10/14;取手@10/19-10/21,,,15,0,🥺,4.6,
015710,鈴木 康平,,,,,,22,0,,4.4,
015712,松本 京太,A1,92.83,いわき平@09/27-09/29;大垣@10/06-10/08;富山@10/17-10/19;西武園@10/30-11/01,,,12,0,,4.0,
015714,望月 嘉人,A3,73.33,前橋@10/13-10/15;いわき平@10/21-10/23;松戸@10/30-11/01,弥彦,弥彦Ｆ２@09/24/4R;弥彦Ｆ２@09/25/4R,15,0,,3.6,
015719,出口 謙一郎,A1,91.52,武雄@09/27-09/29;豊橋@10/15-10/17;岐阜@10/28-10/30,,,21,0,,3.4,
015720,山元 大夢,A3,77.92,大垣@10/06-10/08;名古屋@10/24-10/26,奈良,奈良Ｆ２@09/24/1R;奈良Ｆ２@09/25/4R;奈良Ｆ２@09/26/5R,13,1,🚀,2.2,
015721,内山 慧大,A1,92.04,松山@10/04-10/06;奈良@10/14-10/16,,,21,0,,3.8,
015722,竹澤 雅也,A2,78.70,防府@09/29-10/01;岐阜@10/10-10/12;松阪@10/21-10/23,,,20,0,🥺,5.6,
015726,龍野 琳太郎,A1,88.33,武雄@10/03-10/05;別府@10/14-10/16;名古屋@10/24-10/26,,,24,0,🚀,2.6,
015732,宮道 良輔,A3,73.33,高知@10/07-10/09;四日市@10/16-10/18;武雄@10/27-10/29,奈良,奈良Ｆ２@09/24/4R;奈良Ｆ２@09/25/6R;奈良Ｆ２@09/26/5R,24,0,,4.2,
015734,岡崎 陸登,A1,89.66,岐阜@10/10-10/12;小松島@10/24-10/26,,,21,0,🚀,2.4,
015735,岡本 翔,A2,82.72,広島@09/28-09/30;大宮@10/06-10/08;小松島@10/24-10/26,,,18,0,,4.0,
015736,中岡 海,A2,76.61,小田原@10/20-10/22;久留米@10/27-10/29,,,18,0,🥺,5.2,
015737,火島 裕輝,A1,85.47,武雄@10/03-10/05;小田原@10/20-10/22,岸和,岸和Ｆ１@09/26/3R,21,0,,4.2,
015739,楠本 政明,A3,70.22,平塚@09/28-09/30;奈良@10/09-10/11;四日市@10/16-10/18,,,18,0,,4.4,
015740,櫻木 雄太,A1,85.28,川崎@10/01-10/03;四日市@10/16-10/18;久留米@10/27-10/29,,,14,0,🚀,3.0,
015741,堀川 敬太郎,A1,91.85,奈良@10/09-10/11;広島@10/18-10/20;弥彦@10/30-11/01,,,21,0,,3.6,
015742,堀越 翔己,A2,83.38,奈良@10/05-10/07;高知@10/17-10/19,,,21,0,,3.8,
015743,丸林 駿太,A2,78.93,川崎@10/01-10/03;豊橋@10/15-10/17;武雄@10/27-10/29,,,15,0,🥺,4.8,
015746,峯口 司,A2,84.72,奈良@10/09-10/11;武雄@10/27-10/29,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/4R;熊本Ｆ２@09/26/2R,11,0,,4.0,
015748,田中 会心,A1,88.29,大宮@10/01-10/03;熊本@10/12-10/14;岐阜@10/28-10/30,,,21,0,🥺,4.6,
015750,徳永 泰粋,A1,89.27,武雄@10/03-10/05;熊本@10/12-10/14,別府,別府Ｆ２@09/24/10R;別府Ｆ２@09/25/10R;別府Ｆ２@09/26/7R,18,0,,3.6,
015751,半田 誠,A1,96.66,久留米@10/01-10/03;岐阜@10/10-10/12;高知@10/17-10/19,別府,別府Ｆ２@09/24/11R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/11R,15,0,🚀,1.8,
015752,石川 航大,A1,91.09,平塚@09/28-09/30;富山@10/10-10/12;武雄@10/17-10/19;大垣@10/27-10/29,,,21,0,🚀,2.8,
015753,枝村 弘樹,A1,90.23,久留米@10/01-10/03;豊橋@10/15-10/17;名古屋@10/24-10/26,,,17,0,🚀,2.8,
015754,成海 大聖,A2,86.66,平塚@09/28-09/30;四日市@10/07-10/09;別府@10/28-10/30,,,18,0,,3.6,
015780,小田 恭介,A1,85.60,前橋@10/06-10/08;大宮@10/22-10/24,,,15,0,,3.4,
015781,齊藤 英伊須,A1,95.44,松山@10/04-10/06;青森@10/24-10/26,熊本,熊本Ｆ２@09/24/7R;熊本Ｆ２@09/25/6R;熊本Ｆ２@09/26/7R,18,0,🚀,2.6,
015783,吉田 優斗,A1,88.00,四日市@10/07-10/09;富山@10/17-10/19;川崎@10/24-10/26,,,19,0,,3.4,
015785,福田 健太,A1,89.14,平塚@10/08-10/10;武雄@10/17-10/19;青森@10/24-10/26,,,21,0,,4.2,
015788,平根 優大,A2,92.28,武雄@10/03-10/05;取手@10/19-10/21;岐阜@10/28-10/30,,,21,0,🚀,2.4,
015790,藤田 祐大,A1,94.89,青森@09/30-10/02;平塚@10/08-10/10;四日市@10/21-10/23,,,19,0,🚀,2.4,
015791,岡部 陸斗,A1,94.57,いわき平@10/04-10/06;奈良@10/14-10/16,,,18,0,🚀,3.0,
015792,貝原 涼太,A1,86.75,小松島@10/03-10/05;いわき平@10/12-10/14;大垣@10/22-10/24,,,24,0,🚀,2.6,
015795,今井 希,A1,88.61,奈良@10/05-10/07;静岡@10/15-10/17;大宮@10/22-10/24,青森,青森Ｆ２@09/26/1R,21,0,🚀,2.8,
015796,川田 真也,A1,86.52,静岡@10/07-10/09;小田原@10/20-10/22;武雄@10/27-10/29,,,21,0,,3.4,
015797,中島 淳,A2,89.80,武雄@10/03-10/05;静岡@10/15-10/17;小田原@10/26-10/28,,,21,0,🚀,3.0,
015798,橋谷 成海,A1,84.76,大宮@10/06-10/08;玉野@10/13-10/15;川崎@10/20-10/22,,,21,0,🥺,6.0,
015800,川越 宏臣,A2,89.47,青森@09/30-10/02;小倉@10/11-10/13,,,21,0,🚀,2.8,
015801,織茂 雄一郎,A3,75.70,青森@10/19-10/21;和歌山@10/26-10/28,,,20,1,🚀,2.6,
015803,西村 剛,A1,90.44,いわき平@09/27-09/29;前橋@10/06-10/08;富山@10/17-10/19,,,18,0,🚀,2.4,
015805,山下 祐輔,A1,92.40,武雄@10/03-10/05;大宮@10/22-10/24,,,15,0,🚀,2.6,
015806,山本 天平,A2,86.25,川崎@10/09-10/11;武雄@10/27-10/29,,,17,0,,4.2,
015809,高野 信元,A1,93.05,久留米@10/01-10/03;四日市@10/16-10/18;青森@10/29-10/31,,,18,0,,4.0,
015810,瀧川 幸広,A2,81.47,岐阜@10/10-10/12;大垣@10/27-10/29,岸和,岸和Ｆ１@09/26/3R,21,0,🥺,4.8,
015811,水谷 亮太,A2,87.52,大垣@10/06-10/08;佐世保@10/18-10/20,,,21,0,,4.0,
015812,森崎 英登,A1,85.83,佐世保@09/30-10/02;奈良@10/09-10/11;取手@10/19-10/21,,,21,0,,4.2,
015813,山本 和虎,A2,82.57,防府@09/29-10/01;四日市@10/21-10/23;青森@10/29-10/31,,,21,0,,3.4,
015817,梅澤 忠秀,A1,94.83,防府@09/29-10/01;平塚@10/08-10/10;佐世保@10/18-10/20;宇都宮@10/30-11/01,,,18,0,🚀,2.6,
015819,弓矢 輪太郎,A1,84.90,四日市@10/16-10/18;久留米@10/27-10/29,,,21,0,🚀,3.0,
015820,岩元 叶馬,A1,86.28,川崎@10/01-10/03;岐阜@10/10-10/12;青森@10/29-10/31,,,21,0,,4.0,
015821,志田 愛希飛,A1,94.09,富山@10/10-10/12;小田原@10/20-10/22;大垣@10/27-10/29,,,21,0,🚀,2.6,
015824,中嶋 響,A3,64.55,大垣@10/06-10/08;取手@10/19-10/21,,,9,1,🥺,6.6,
015827,藤原 夏志,A2,81.83,豊橋@10/15-10/17;松阪@10/21-10/23;別府@10/28-10/30,,,18,0,🥺,5.2,
015828,秋末 蓮,A2,86.77,大垣@10/06-10/08;四日市@10/21-10/23,別府,別府Ｆ２@09/24/10R;別府Ｆ２@09/25/8R;別府Ｆ２@09/26/7R,18,0,,3.8,
015829,油谷 蒼,A2,80.91,川崎@10/01-10/03;平塚@10/08-10/10;松阪@10/21-10/23,,,12,0,,4.0,
015830,細中 翔太,A1,93.33,防府@09/29-10/01;川崎@10/20-10/22;別府@10/28-10/30,,,21,0,🚀,2.4,
015831,三木 健正,A1,81.88,小松島@10/03-10/05;富山@10/10-10/12;佐世保@10/18-10/20,,,18,0,🥺,5.4,
015833,野村 賢,A1,87.80,平塚@10/08-10/10;武雄@10/17-10/19;久留米@10/27-10/29,,,21,0,🚀,2.4,
015834,原田 峻治,A2,83.10,奈良@10/14-10/16;小松島@10/24-10/26,,,20,0,,3.8,
015835,藤井 優希,A1,91.20,防府@10/04-10/06;奈良@10/14-10/16;大垣@10/27-10/29,熊本,熊本Ｆ２@09/24/5R;熊本Ｆ２@09/25/7R;熊本Ｆ２@09/26/4R,15,0,🚀,2.4,
015838,森 柾斗,A2,85.76,別府@10/14-10/16;奈良@10/23-10/25,,,21,0,,3.4,
015839,船山 真生,A1,92.88,大宮@10/01-10/03;佐世保@10/18-10/20,別府,別府Ｆ２@09/24/11R;別府Ｆ２@09/25/9R;別府Ｆ２@09/26/11R,17,0,,4.4,
015841,中西 勇,A3,76.57,奈良@09/30-10/02;岐阜@10/10-10/12,,,21,0,🚀,2.8,
015843,松本 昂大,A1,86.76,武雄@10/17-10/19;大垣@10/27-10/29,,,21,0,🚀,3.0,
015844,小山 峻汰,A2,79.00,熊本@10/12-10/14;川崎@10/20-10/22,,,21,0,🥺,5.6,
015845,稲留 敦貴,A2,89.80,防府@09/29-10/01;小田原@10/20-10/22;武雄@10/27-10/29,,,21,0,,3.2,
015846,入田 龍馬,A3,75.95,青森@10/14-10/16;武雄@10/27-10/29,別府,別府Ｆ２@09/24/3R;別府Ｆ２@09/25/3R;別府Ｆ２@09/26/9R,22,1,🚀,1.8,
015847,寺師 幸成,A1,86.33,防府@09/29-10/01;四日市@10/07-10/09;小田原@10/20-10/22;武雄@10/27-10/29,,,15,0,,3.8,
015848,與古田 龍門,A3,73.83,高知@10/07-10/09;防府@10/23-10/25,,,18,0,🚀,2.4,
015869,杉浦 颯太,A2,94.42,広島@09/28-09/30;小田原@10/20-10/22;青森@10/29-10/31,,,14,1,🚀,1.4,
015870,畑崎 大輝,A2,88.56,青森@09/30-10/02;富山@10/17-10/19;弥彦@10/30-11/01,,,16,0,🚀,2.8,
015871,三浦 生誠,A2,80.93,いわき平@09/27-09/29;川崎@10/09-10/11,,,15,0,🥺,5.6,
015872,池田 充槻,A2,90.80,川崎@10/01-10/03;高知@10/17-10/19;青森@10/24-10/26,,,15,0,🚀,2.0,
015873,十文字 悠真,A3,75.31,松戸@10/03-10/05;いわき平@10/21-10/23;名古屋@10/30-11/01,,,22,0,,3.2,
