reg_no,name,grade,score,entries,racing_now,retired
015833,野村 賢,A1,86.41,高知@08/25-08/27;防府@09/15-09/17;伊東@09/23-09/25,,
015834,原田 峻治,A2,82.44,富山@08/20-08/22;防府@09/04-09/06;大宮@09/13-09/15,武雄,
015835,藤井 優希,A1,90.44,奈良@08/20-08/22;岐阜@09/13-09/15;熊本@09/24-09/26,,
015838,森 柾斗,A2,85.41,武雄@08/21-08/23;防府@09/04-09/06;佐世保@09/20-09/22,,
015839,船山 真生,A1,92.88,富山@08/20-08/22;松山@08/31-09/02;別府@09/24-09/26,,
015841,中西 勇,A3,76.16,青森@08/24-08/26;弥彦@09/02-09/04;武雄@09/16-09/18,,
015843,松本 昂大,A1,85.66,佐世保@08/18-08/20;玉野@09/08-09/10;佐世保@09/20-09/22,,
015844,小山 峻汰,A2,79.00,高知@08/18-08/20;京王閣@09/08-09/10;小松島@09/23-09/25,,
015845,稲留 敦貴,A2,89.66,岐阜@08/24-08/26;宇都宮@08/31-09/02;玉野@09/08-09/10;防府@09/29-10/01,,
015846,入田 龍馬,A3,74.16,奈良@08/20-08/22;いわき平@08/30-09/01;川崎@09/10-09/12;小松島@09/17-09/19;別府@09/24-09/26,,
015847,寺師 幸成,A1,85.44,小松島@08/27-08/29;玉野@09/08-09/10;防府@09/29-10/01,,
015848,與古田 龍門,A3,70.77,玉野@08/20-08/22;久留米@09/05-09/07;武雄@09/16-09/18,,
015869,杉浦 颯太,A2,94.33,川崎@09/17-09/19;広島@09/28-09/30,京王,
015870,畑崎 大輝,A2,86.77,和歌山@08/23-08/25;伊東@09/07-09/09;小松島@09/23-09/25,,
015871,三浦 生誠,A2,82.22,立川@08/17-08/19;松戸@09/01-09/03;いわき平@09/27-09/29,,
015872,池田 充槻,A2,91.83,大垣@08/21-08/23;松山@08/31-09/02;いわき平@09/07-09/09,,
015873,十文字 悠真,A3,74.14,別府@08/16-08/18;松阪@09/05-09/07;大垣@09/13-09/15,,
015874,角田 吏,A3,79.00,宇都宮@08/24-08/26;伊東@09/02-09/04;武雄@09/09-09/11,,
015875,邊見 竜馬,A2,95.66,立川@09/03-09/05;豊橋@09/11-09/13,,
015876,三神 遼矢,A2,96.66,玉野@08/26-08/28;富山@09/03-09/05;立川@09/22-09/24,,
015877,三澤 優樹,A2,93.66,四日市@08/29-08/31;大垣@09/07-09/09;いわき平@09/15-09/17,,
015878,椎名 俊介,A2,93.88,高知@08/25-08/27;弥彦@09/07-09/09;別府@09/16-09/18,,
015879,西本 健三郎,A2,87.88,高知@08/18-08/20;松阪@08/31-09/02;大宮@09/13-09/15,,
015880,吉岡 優太,A2,85.44,静岡@08/15-08/17;川崎@08/30-09/01;玉野@09/08-09/10;立川@09/16-09/18,,
015881,関口 朗斗,A3,76.44,別府@08/16-08/18;松山@09/12-09/14;奈良@09/24-09/26,,
015882,木村 優駿,A2,86.66,武雄@08/21-08/23;西武園@09/06-09/08;岐阜@09/13-09/15;青森@09/26-09/28,,
015883,吉田 夢希斗,A2,81.00,岐阜@08/30-09/01;松阪@09/05-09/07;佐世保@09/12-09/14;伊東@09/23-09/25,,
015884,秋山 太洋,A3,78.88,熊本@08/24-08/26;立川@09/16-09/18;川崎@09/24-09/26,,
015885,五輪 拓巳,A2,77.88,大垣@08/21-08/23;宇都宮@08/31-09/02;立川@09/22-09/24,青森,
015886,中川 飛隆,A3,72.33,別府@08/16-08/18;青森@08/24-08/26;弥彦@09/07-09/09;川崎@09/17-09/19,,
015887,星野 京旺,A3,74.66,四日市@08/29-08/31;大垣@09/13-09/15;川崎@09/24-09/26,,
015888,水澤 秀哉,A2,88.00,岸和田@08/27-08/29;四日市@09/09-09/11;川崎@09/17-09/19;武雄@09/27-09/29,,
015889,大本 隆也,A3,74.44,豊橋@08/18-08/20;いわき平@08/30-09/01;松山@09/12-09/14;大宮@09/21-09/23,,
015890,中 秀平,A3,71.83,立川@08/22-08/24;静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18;奈良@09/24-09/26,,
015892,山本 和瑳,A2,80.77,岐阜@08/30-09/01;高知@09/09-09/11;立川@09/16-09/18,,
015893,岩辺 陸,A2,92.25,奈良@08/26-08/28;前橋@09/11-09/13;いわき平@09/27-09/29,,
015894,大塚 城,A2,92.00,伊東@08/16-08/18;和歌山@08/30-09/01;川崎@09/10-09/12;静岡@09/18-09/20,,
015895,鈴木 小次廊,A2,82.88,西武園@08/31-09/02;防府@09/15-09/17;平塚@09/28-09/30,奈良,
015897,森 飛龍,A2,79.66,弥彦@08/18-08/20;京王閣@09/08-09/10;いわき平@09/15-09/17,,
015898,岩原 健馬,A2,82.55,岸和田@08/27-08/29;防府@09/04-09/06;大垣@09/22-09/24,,
015899,加藤 駿,A2,89.53,松戸@09/01-09/03;熊本@09/24-09/26,,
015900,花田 雄飛,A3,69.50,宇都宮@08/24-08/26;松戸@09/01-09/03;松山@09/19-09/21,,
015901,真木 寛斗,A2,89.83,前橋@08/15-08/17;岐阜@08/24-08/26;久留米@09/05-09/07;岸和田@09/14-09/16,,
015902,安達 光伸,A2,94.88,玉野@08/26-08/28;前橋@09/11-09/13;小松島@09/23-09/25,,
015903,谷澤 優貴,A2,83.66,防府@08/23-08/25;松阪@08/31-09/02;青森@09/21-09/23,,
015904,辻田 祥大,A2,88.33,高知@08/18-08/20;大垣@09/07-09/09;佐世保@09/20-09/22,,
015905,上野 幸星,A3,66.75,立川@08/22-08/24;松阪@09/05-09/07;岸和田@09/14-09/16;別府@09/24-09/26,,
015906,林 佳宗依,A2,81.22,富山@08/20-08/22;岐阜@08/30-09/01;いわき平@09/07-09/09;玉野@09/27-09/29,,
015907,上杉 有弘,A2,93.00,静岡@08/15-08/17;和歌山@08/30-09/01;高知@09/09-09/11;松山@09/19-09/21;広島@09/28-09/30,,
015908,川村 峻輝,A2,,,,
015909,馬越 裕之,A2,78.00,川崎@08/30-09/01;大垣@09/07-09/09;高知@09/20-09/22,奈良,
015910,土生 智徳,A2,87.63,奈良@08/26-08/28;富山@09/10-09/12;久留米@09/17-09/19,,
015911,松田 安綱,A2,91.66,松山@08/21-08/23;四日市@08/29-08/31;豊橋@09/11-09/13;武雄@09/27-09/29,,
015912,安達 豪太,A3,70.00,松阪@08/25-08/27;伊東@09/02-09/04;豊橋@09/11-09/13,,
015913,一守 大葵,A2,92.75,小倉@08/28-08/30;松阪@09/05-09/07;防府@09/29-10/01,,
015914,西森 一稀,A2,90.11,岸和田@08/27-08/29;立川@09/03-09/05;防府@09/15-09/17,,
015915,柏野 健吾,A2,81.07,奈良@08/20-08/22;川崎@09/10-09/12;別府@09/24-09/26,,
015916,小西 涼太,A2,,弥彦@09/19-09/21;防府@09/29-10/01,,
015918,土井 慎二,A2,80.00,奈良@08/26-08/28;富山@09/03-09/05;佐世保@09/12-09/14;伊東@09/23-09/25,,
015919,藤田 楓,A2,94.50,玉野@08/26-08/28;豊橋@09/04-09/06;別府@09/16-09/18;平塚@09/28-09/30,,
015920,吉野 太晟,A2,89.66,松山@08/21-08/23;武雄@09/03-09/05;玉野@09/27-09/29,京王,
015921,伊藤 涼介,A2,94.33,大垣@08/17-08/19;小倉@08/28-08/30;青森@09/14-09/16;小松島@09/23-09/25,,
015922,中田 拓也,A2,90.77,高知@08/18-08/20;小松島@08/27-08/29;玉野@09/08-09/10;松山@09/19-09/21,,
015923,右近 陸人,A3,71.30,奈良@08/20-08/22;静岡@08/30-09/01;小松島@09/17-09/19;川崎@09/24-09/26,,
015924,利川 寛太,A2,81.75,高知@08/25-08/27;防府@09/15-09/17;武雄@09/27-09/29,,
015925,川西 康彦,A2,82.33,玉野@09/02-09/04;熊本@09/24-09/26,岐阜,
015926,諸隈 健太郎,A2,92.00,西武園@08/21-08/23;宇都宮@08/31-09/02;高知@09/09-09/11;立川@09/22-09/24,武雄,
015927,長野 魅切,A1,94.33,川崎@08/19-08/21;小倉@08/28-08/30;京王閣@09/08-09/10;小松島@09/23-09/25,,
015928,尾野 翔一,A1,94.33,奈良@08/26-08/28;川崎@09/10-09/12;広島@09/28-09/30,武雄,
015929,鶴 淳志,A2,87.66,富山@08/20-08/22;小倉@08/28-08/30;京王閣@09/08-09/10;別府@09/24-09/26,,
015930,野津 宏介,A2,86.66,四日市@09/09-09/11;高知@09/20-09/22,,
015931,山口 留稀哉,A2,88.66,川崎@08/30-09/01;いわき平@09/07-09/09;防府@09/29-10/01,武雄,
015932,生野 優翔,A2,88.58,松山@08/31-09/02;青森@09/14-09/16;岸和田@09/26-09/28,,
015933,山本 康旗,A2,82.42,玉野@09/08-09/10;久留米@09/17-09/19,,
015934,吉田 航,A2,87.42,武雄@08/21-08/23;富山@09/03-09/05;別府@09/16-09/18,岐阜,
015935,佐藤 魁皇,A3,76.22,青森@08/24-08/26;伊東@09/02-09/04;いわき平@09/15-09/17;奈良@09/24-09/26,,
015936,下山 聖斗,A3,77.66,青森@08/24-08/26;伊東@09/02-09/04;松山@09/12-09/14;川崎@09/24-09/26,,
015937,新垣 慶晃,A2,86.11,佐世保@08/18-08/20;玉野@09/02-09/04;久留米@09/17-09/19;広島@09/28-09/30,,
015958,庄子 琢心,A3,74.22,いわき平@08/30-09/01;富山@09/10-09/12;川崎@09/17-09/19,,
015959,中野 楚樂,A3,80.22,立川@08/22-08/24;豊橋@09/11-09/13;大宮@09/21-09/23,,
015960,阿部 蒼大,A3,78.50,青森@08/24-08/26;川崎@09/10-09/12;小松島@09/17-09/19,,
015961,榊枝 天旺,A3,78.66,伊東@08/27-08/29;京王閣@09/08-09/10;奈良@09/24-09/26,,
015962,福田 悠航,A3,75.00,静岡@08/30-09/01;弥彦@09/07-09/09;いわき平@09/15-09/17,,
015963,福地 晶,A3,72.88,いわき平@08/30-09/01;立川@09/16-09/18;平塚@09/28-09/30,,
015964,柳沼 鼓太朗,A3,77.50,伊東@08/16-08/18;青森@08/24-08/26;西武園@08/31-09/02;大垣@09/22-09/24,,
015965,篠原 輝利,A3,79.77,青森@08/24-08/26;広島@09/20-09/22;平塚@09/28-09/30,,
015966,近内 三孝,A3,64.88,伊東@08/27-08/29;武雄@09/09-09/11;大宮@09/21-09/23,,
015967,田崎 隼翔,A3,78.83,宇都宮@08/24-08/26;伊東@09/02-09/04;小松島@09/17-09/19,,
015968,渡邉 拓,A3,78.90,立川@08/17-08/19;宇都宮@08/24-08/26;松阪@09/05-09/07;川崎@09/17-09/19,,
015969,北村 翔太,A3,71.00,立川@08/22-08/24;いわき平@08/30-09/01;弥彦@09/07-09/09;武雄@09/16-09/18,,
015970,田沼 龍弥,A3,74.22,静岡@08/30-09/01;西武園@09/06-09/08;大垣@09/13-09/15,,
015971,阿部 凪汰,A3,76.88,青森@08/24-08/26;西武園@08/31-09/02;弥彦@09/24-09/26,,
015972,佐藤 凱王,A3,67.00,伊東@08/27-08/29;豊橋@09/11-09/13;川崎@09/24-09/26,西武,
015973,長川 達哉,A3,77.75,立川@08/22-08/24;いわき平@08/30-09/01;富山@09/10-09/12;大宮@09/21-09/23,,
015974,山下 季秦,A3,74.66,宇都宮@08/24-08/26;弥彦@09/02-09/04;松山@09/12-09/14,,
015975,小笠原 匠海,A3,78.50,和歌山@08/23-08/25;静岡@08/30-09/01;西武園@09/06-09/08;立川@09/16-09/18,,
015976,勝沼 遼,A3,79.11,立川@08/17-08/19;伊東@09/02-09/04;奈良@09/24-09/26,,
015977,齊藤 宏樹,A3,73.33,静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18,,
015978,中西 将太郎,A3,78.25,立川@08/22-08/24;弥彦@09/02-09/04;広島@09/20-09/22,,
015979,福田 海響,A3,80.22,豊橋@08/18-08/20;松戸@09/01-09/03;小松島@09/17-09/19,,
015980,吉川 敬介,A3,78.66,伊東@08/16-08/18;青森@08/24-08/26;武雄@09/09-09/11;弥彦@09/24-09/26,,
015981,小川 佑希也,A3,73.60,いわき平@08/30-09/01;武雄@09/09-09/11;弥彦@09/24-09/26,,
015982,中村 嶺央,A3,81.33,立川@08/17-08/19;伊東@08/27-08/29;弥彦@09/07-09/09;岸和田@09/14-09/16,,
015983,大村 涼兼,A3,77.55,松戸@09/01-09/03;川崎@09/10-09/12,西武,
015984,藤岡 祐馬,A3,72.75,青森@08/24-08/26;立川@09/16-09/18;川崎@09/24-09/26,,
015985,山本 真,A3,74.22,宇都宮@08/24-08/26;川崎@09/17-09/19;奈良@09/24-09/26,,
015986,鈴木 那樹,A3,79.33,伊東@08/16-08/18;静岡@08/30-09/01;大垣@09/13-09/15;川崎@09/24-09/26,,
015987,松田 祥位,A3,76.66,四日市@08/29-08/31,,
015988,鴨下 佳朋,A3,74.33,西武園@08/31-09/02;大宮@09/21-09/23,,
015989,松木 一将,A3,70.16,宇都宮@08/24-08/26;武雄@09/16-09/18;弥彦@09/24-09/26,,
015990,児玉 東次郎,A3,76.11,四日市@08/29-08/31;久留米@09/05-09/07;松山@09/12-09/14,,
015991,坂井 央雅,A3,78.00,豊橋@08/18-08/20;伊東@09/02-09/04;大垣@09/22-09/24,,
015992,永田 吏玖,A3,71.88,伊東@08/27-08/29;大垣@09/13-09/15;広島@09/20-09/22,,
015993,西澤 優聖,A3,76.44,奈良@08/20-08/22;静岡@08/30-09/01;西武園@09/06-09/08;松山@09/19-09/21,,
015994,林 欣司,A3,69.44,松山@08/21-08/23;西武園@09/06-09/08;岸和田@09/14-09/16,,
015995,伊藤 京介,A2,81.50,四日市@08/17-08/19,,
015996,白井 輝,A3,77.50,和歌山@08/23-08/25;武雄@09/09-09/11;小松島@09/17-09/19,,
015997,片岡 遼真,A3,80.00,立川@08/22-08/24;四日市@08/29-08/31;松阪@09/05-09/07;大垣@09/22-09/24,,
015998,木曽田 晃大,A3,74.44,奈良@08/20-08/22;松戸@09/01-09/03;大宮@09/21-09/23,,
015999,冨倉 巧,A3,74.55,富山@09/10-09/12;別府@09/24-09/26,西武,
016000,北宅 柊麻,A3,72.55,和歌山@08/23-08/25;松阪@09/05-09/07;岸和田@09/14-09/16,,
016001,高橋 奏多,A3,78.28,宇都宮@08/24-08/26,,
016002,宮田 龍一,A3,63.00,豊橋@08/18-08/20;弥彦@09/02-09/04;大宮@09/21-09/23,,
016003,吉岡 竜太,A3,81.33,別府@08/16-08/18;熊本@08/24-08/26;伊東@09/02-09/04;広島@09/20-09/22,,
016004,松本 悠平,A3,80.50,武雄@09/16-09/18;川崎@09/24-09/26,,
016005,清家 大夢,A3,69.11,玉野@08/20-08/22;松山@09/19-09/21;平塚@09/28-09/30,,
016006,高橋 聖太,A3,77.55,松山@08/21-08/23;弥彦@09/02-09/04;いわき平@09/15-09/17,,
016007,渡邊 諒馬,A3,78.25,別府@08/16-08/18;松阪@08/25-08/27;久留米@09/05-09/07;松山@09/12-09/14,,
016008,久保田 智之,A3,75.00,別府@08/16-08/18;大垣@09/13-09/15;奈良@09/24-09/26,,
016009,兒島 直樹,A3,82.00,,,
016010,駒壽 直人,A3,69.00,豊橋@08/18-08/20;弥彦@09/02-09/04;広島@09/20-09/22,,
016011,鶴 健志,A3,74.66,別府@08/16-08/18;武雄@09/09-09/11;松山@09/19-09/21,,
016012,藤井 凜太郎,A3,62.66,豊橋@08/18-08/20;久留米@09/05-09/07;松山@09/12-09/14,,
016013,森下 龍之介,A3,77.71,伊東@09/02-09/04;広島@09/20-09/22,,
016014,森田 瑞基,A3,76.00,玉野@08/20-08/22;久留米@09/05-09/07;大垣@09/13-09/15,,
016015,横溝 貫太,A3,78.18,松阪@08/25-08/27;京王閣@09/08-09/10;武雄@09/16-09/18,,
016016,西原 裕太郎,A3,78.83,別府@08/16-08/18;松阪@08/25-08/27;武雄@09/16-09/18;弥彦@09/24-09/26,,
016017,白濱 蓮,A3,73.00,熊本@08/24-08/26;小松島@09/17-09/19;川崎@09/24-09/26,,
016018,田中 衛太,A3,80.33,豊橋@08/18-08/20;松阪@08/25-08/27;川崎@09/10-09/12;松山@09/19-09/21,,
016019,沢田 桂太郎,A3,81.50,松山@08/21-08/23;弥彦@09/02-09/04;別府@09/24-09/26,,
016020,飯田 怜治,A3,77.11,奈良@08/20-08/22;伊東@09/02-09/04;川崎@09/24-09/26,,
016021,財満 伊織,A3,73.77,松山@08/21-08/23;武雄@09/09-09/11;小松島@09/17-09/19,,
016022,半田 莉都,A3,76.33,松山@08/21-08/23;大垣@09/13-09/15;別府@09/24-09/26,,
016023,滿田 光紀,A3,79.25,別府@08/16-08/18;熊本@08/24-08/26;いわき平@09/15-09/17;平塚@09/28-09/30,,
016024,宮本 寛大,A3,74.33,熊本@08/24-08/26;松山@09/12-09/14;弥彦@09/24-09/26,,
016025,高佐 龍太郎,A3,78.88,玉野@08/20-08/22;いわき平@09/15-09/17;奈良@09/24-09/26,,
